Muztagh Tower (7276 m),76.3611111111111,35.8277777777778
Mana Peak (7272 m),79.6152777777778,30.8805555555556
Dhaulagiri VI (7268 m),83.2741666666667,28.7086111111111
Diran (7266 m),74.6616666666667,36.1202777777778
Labuche Kang III (7250 m),86.3838888888889,28.3013888888889
Putha Hiunchuli (7246 m),83.1461111111111,28.7477777777778
Apsarasas Kangri (7245 m),77.1486111111111,35.5386111111111
Mukut Parbat (7242 m),79.57,30.9491666666667
Rimo III (7233 m),77.3616666666667,35.3752777777778
Langtang Lirung (7227 m),85.5169444444444,28.2561111111111
Karjiang (7221 m),90.6469444444445,28.2575
Annapurna Dakshin (7219 m),83.8061111111111,28.5183333333333
Khartaphu (7213 m),86.9775,28.0636111111111
Tongshanjiabu (7207 m),89.9575,28.1866666666667
Malangutti Sar (7207 m),75.1491666666667,36.3630555555556
Noijin Kangsang (7206 m),90.1783333333333,28.9466666666667
Langtang Ri (7205 m),85.6836111111111,28.3813888888889
Kangphu Kang (7204 m),90.0633333333333,28.1555555555556
Singhi Kangri (7202 m),76.9836111111111,35.5997222222222
Lupghar Sar (7200 m),75.0369444444444,36.3502777777778
Denali,-151.0063,63.069
Mount Logan,-140.4055,60.5671
Pico de Orizaba,-97.2698,19.0305
Mount Saint Elias,-140.9307,60.2927
Popocatépetl,-98.6278,19.0225
Mount Foraker,-151.3998,62.9604
Mount Lucania,-140.4661,61.0215
Iztaccíhuatl,-98.6415,19.1802
King Peak,-140.6549,60.5833
Mount Bona,-141.7495,61.3856
Mount Steele,-140.3118,61.0929
Mount Blackburn,-143.4031,61.7305
Mount Sanford,-144.1292,62.2132
Mount Wood,-140.5123,61.2326
Mount Vancouver,-139.698,60.3589
Mount Slaggard,-140.5851,61.1727
Nevado de Toluca,-99.7677,19.102
Mount Fairweather,-137.5265,58.9064
Mount Hubbard,-139.0726,60.3194
Mount Bear,-141.1433,61.2834
Mount Walsh,-140.0171,61.0037
Mount Hunter,-151.0915,62.9504
La Malintzin,-98.0321,19.231
Mount Whitney,-118.292,36.5786
Mount Alverstone,-139.0749,60.3518
University Peak,-141.7867,61.3272
Mount Elbert,-106.4454,39.1178
Mount Massive,-106.4757,39.1875
Mount Harvard,-106.3207,38.9244
Mount Rainier,-121.7604,46.8529
Mount Williamson,-118.3111,36.6559
McArthur Peak,-140.2144,60.6069
Blanca Peak,-105.4856,37.5775
La Plata Peak,-106.4729,39.0294
Uncompahgre Peak,-107.4621,38.0717
Crestone Peak,-105.5855,37.9669
Mount Lincoln,-106.1116,39.3515
Castle Peak,-106.8614,39.0097
Grays Peak,-105.8176,39.6339
Mount Antero,-106.2462,38.6741
Mount Evans,-105.6438,39.5883
Longs Peak,-105.6151,40.255
Mount Wilson,-107.9916,37.8391
White Mountain Peak,-118.2557,37.6341
North Palisade,-118.5145,37.0943
Mount Princeton,-106.2424,38.7492
Mount Yale,-106.3138,38.8442
Mount Shasta,-122.1949,41.4092
Maroon Peak,-106.989,39.0708
Mount Wrangell,-144.0187,62.0059
Mount Sneffels,-107.7923,38.0038
Capitol Peak,-107.0829,39.1503
Pikes Peak,-105.0442,38.8405
Windom Peak,-107.5919,37.6212
Mount Augusta,-140.4584,60.3074
Handies Peak,-107.5044,37.913
Culebra Peak,-105.1858,37.1224
San Luis Peak,-106.9313,37.9868
Mount of the Holy Cross,-106.4817,39.4668
Nevado de Colima,-103.6087,19.5633
Grizzly Peak,-106.5976,39.0425
Mount Humphreys,-118.673,37.2705
Mount Keith,-118.3436,36.7001
Mount Strickland,-140.6755,61.2365
Mount Ouray,-106.2247,38.4227
Vermilion Peak,-107.8285,37.7993
Avalanche Peak,-140.7597,61.2401
Atna Peaks,-143.2414,61.7495
Volcán Tajumulco,-91.9037,15.043
Regal Mountain,-142.8675,61.7438
Mount Darwin,-118.6721,37.1669
Mount Hayes,-146.7178,63.6203
Mount Silverheels,-106.0054,39.3394
Rio Grande Pyramid,-107.3924,37.6797
Cofre de Perote,-97.148,19.494
Gannett Peak,-109.6542,43.1842
Mount Kaweah,-118.4785,36.5261
Grand Teton,-110.8024,43.7412
Mount Cook,-139.9811,60.1816
Mount Morgan,-118.7329,37.4053
Mount Gabb,-118.8025,37.3769
Bald Mountain,-105.9705,39.4448
Mount Oso,-107.4936,37.607
Mount Jackson,-106.5367,39.4853
Mount Tom,-119.1789,37.3762
Bard Peak,-105.8044,39.7204
West Spanish Peak,-104.9934,37.3756
Mount Powell,-106.3407,39.7601
Hagues Peak,-105.6464,40.4845
Mount Dubois,-118.3432,37.7834
Tower Mountain,-107.623,37.8573
Treasure Mountain,-107.1228,39.0244
Kings Peak,-110.3729,40.7763
North Arapaho Peak,-105.6504,40.0265
Mount Pinchot,-118.4054,36.9473
Mount Natazhat,-141.103,61.5217
Mount Jarvis,-143.6198,62.0234
Parry Peak,-105.7132,39.8381
Bill Williams Peak,-106.6102,39.1806
Sultan Mountain,-107.7038,37.7859
Volcán Tajumulco,-91.9037,15.043
Volcán Tacaná,-92.1084,15.1323
Volcán Acatenango,-90.8755,14.5016
Alto Cuchumatanes,-91.5445,15.5182
Chirripó Grande,-83.4889,9.4843
Volcán Santa María,-91.5517,14.757
Volcán de Agua,-90.7428,14.4654
Volcán Atitlán,-91.1864,14.5834
Montañas Peña Blanca,-91.9151,15.4996
Volcán Barú,-82.5427,8.8088
Volcán Irazú,-83.8534,9.9764
Cerro Las Minas,-88.6804,14.534
Montaña de Santa Bárbara,-88.1145,14.9137
Cerro El Pital,-89.1292,14.3844
Pico Bonito,-86.8756,15.5575
Montaña los Comayagua,-87.5,14.5
Volcán de Santa Ana,-89.6288,13.8557
Sierra de Agalta high point,-85.9165,14.9576
Pico Pijol,-87.5667,15.1833
Montaña San Ildefonso,-88.2333,15.5167
Volcán de San Vicente,-88.8376,13.5965
Volcán San Miguel,-88.2691,13.4348
Pico Mogotón,-86.3983,13.7631
Volcán Miravalles,-85.1505,10.7469
Cerro Tacarcuna,-77.2959,8.1659
